case_submitter_id	SRF	FOXO1	KLF16	EBF1	STAT5A	BCL6	IRF8	ZEB1	TCF3	RUNX1	FOXJ3	TAL1	RFX5	FOXO3	VDR	ELF2	ETS1	YBX1	IRF1	ELF1	RARA	E2F3	ZNF740	MAFK	MAZ	ESRRA	AR	JUND	SPI1	IRF5	TBX5	ERG	HMGA1	STAT3	SP2
C3N-02380	251.59983978527939	190.68786911495107	167.6308299244666	64.18495169224238	114.146274787767	178.4181480532018	179.46238893009834	108.48589605542627	267.2156170740481	115.43910873536325	128.4408307474401	431.7624337485386	-40.22761490218515	271.48909703518194	68.11127599432419	115.39264400030281	124.25744516605002	266.17812321648853	220.85159997611868	190.2697627601333	362.0096501875127	21.791017161085847	-5.76208792436482	225.4126255819606	400.94582730165126	868.425974358376	-24.21357281936166	255.44153893030898	1134.129059490661	109.46547365465307	261.1570365751169	208.50823986742878	133.39726486219612	406.7779377244143	243.39258957185518
C3N-02421	260.4868075463772	199.19730288369828	170.40633007731844	63.31901291832639	125.88459757656051	172.63882560520432	184.49726440512956	107.20566398292259	266.94529357244437	129.1795814759661	131.24490615117702	426.03880678873054	-49.94952745274692	263.15883074551107	74.24025711112236	124.26857126732384	132.48412470078142	266.690143277103	241.62986212725372	194.82221269989458	366.52506262202826	31.401495990363983	-9.764049338286796	232.08576931895757	401.5706770228941	863.0725718258818	-28.28657936687779	261.78466851961304	1155.8700555310847	113.07763485654367	288.4536017667051	212.61969997219956	145.0822299917706	417.23992472522815	241.21733210430395
C3N-02423	247.95063242351952	202.7964075630813	172.64627505955505	72.1320532304859	131.22437703731322	186.45219412767094	196.57052656281303	118.74563571325795	267.3729115881361	123.15453675668547	137.47792501347888	412.70833222903565	-30.286105702659015	265.93579198384555	75.49635705826412	135.46188628859406	140.60931961296694	271.3627937211911	250.5631733951048	202.77313010376858	371.4017093407364	39.51083741362012	-15.78474707003997	227.69728366872567	395.8692123338196	849.4720912578047	-30.671017504401163	254.22667097035827	1153.260572443567	119.82067913638667	262.01831338966537	215.36673399404862	142.34399670113675	421.715011793891	240.11103798474156
C3N-02424	250.20417069111588	199.7758306879283	181.07260715844356	70.69517770146543	146.17629383113263	181.03742196467124	194.85986341830534	106.96674775373204	274.24217756945546	130.37823259298753	133.6172014105353	414.9452884073384	-21.685696822021598	256.69284701235495	89.32159239243796	138.83839541902628	141.36516196140093	273.5031842646817	260.21683131249966	201.18771499746185	381.83919682760626	44.76236281569308	-5.996711457429811	230.17740860974916	411.501967888347	876.0546506139724	-36.9028518771689	251.45616055050982	1199.530391156317	126.53154911754147	242.50372270068192	219.3674990241649	146.84278606147902	425.63627502146244	244.24768111709244
C3N-02433	252.54995949412614	198.07721573501354	171.6339172620302	64.37237725676859	124.01384196142834	186.2221957625055	189.0064834495157	113.5200107459966	265.19562723471284	117.07399949769528	136.46490482318472	434.9560966990548	-22.42523115060969	281.72048549540654	70.24189925068735	125.5062598534328	134.77253000998684	271.8101654114564	228.42105886969273	202.7426169524142	359.14453563996045	33.326578469231094	-4.764075249836935	226.57350951308075	401.19187912438815	875.6180001789147	-32.98973637621938	254.5442710664387	1155.2008018683455	109.82989150992057	235.14577157637177	210.04520106624952	139.94378575931518	419.76235828268005	236.80098852033285
C3N-02529	246.79894740066624	196.06201573630028	175.63014284597165	66.94477620156933	133.9427912179795	180.64904629431038	192.197974739598	114.51236499221609	261.8225225583082	123.35243916175526	135.4015984332778	418.5536359477617	-17.144871126411246	265.8882200395962	78.08869509284845	127.54917450253782	139.00756485616066	273.61955717941987	241.8665573249526	202.08375821102268	359.2208542520968	39.96256963428259	-6.921897723684793	227.77630223956743	402.0498363862955	875.2566150112772	-35.417851282686726	251.18746782731068	1154.296958318196	117.63470286986896	241.37436423374152	209.1122120196405	148.1730242841886	414.3051948280492	231.25356737616812
C3N-02572	245.86284971580736	191.82301398495704	166.4113116726407	62.75327682516718	118.11064380607625	174.85366828784592	182.2224026407868	116.02437675838773	260.0952574424483	116.25333247065993	132.20561746860648	415.1535180173173	-34.08952279822505	265.409466588341	66.13277284782804	123.71151491844412	131.22686625403102	267.7026561182603	231.27981652305053	190.3353698441689	355.136075431524	29.871226306236352	-1.9590731272333954	223.5239230748489	391.365098988221	852.3642531675497	-25.82249397907688	244.9965937151153	1116.0244888782686	114.9250499838635	273.9071845266068	209.00693522952935	138.23070246911604	409.42541194989894	233.7728675486315
C3N-02582	253.20359537045448	191.0689526062372	172.2255163200408	64.19467106525768	121.86691207810364	169.75705589663147	184.09151529073273	107.4015857089282	267.45718528190395	120.80693742501919	135.23187259584833	427.0110445775399	-17.708526792359194	265.9766469753978	72.82848929330052	122.54886653989166	128.5661422792876	272.3914237685182	232.05528244153044	196.01924207463048	366.37441313344846	29.98737509634948	-8.466445378526288	227.2670581938973	401.3726369247496	886.8103674949743	-30.467720179226433	251.4183482474647	1146.9878345778866	117.17747351115256	227.84566858167113	212.49526492984836	137.10771510481337	414.071483830955	234.494812314281
C3N-02586	249.4658599122608	191.8003676479833	172.85108802694626	57.35878483122542	117.22042887637133	171.97515807467192	179.36602288467975	108.45889066678149	267.06431533007446	116.42117239535999	131.97328909803264	422.8729282958878	-33.98392748780685	261.1652722537953	71.81186056908324	124.67991519079683	129.4312641633623	265.58868671337905	232.39536302963634	187.80776030417434	368.2212190602582	23.94503941477349	4.893425866862188	223.97274350286844	405.6147165429211	876.1319660398492	-20.472764712926377	250.18318899397838	1130.842355992851	105.64268912814266	265.3439106118935	215.80835348176734	129.90905207041197	415.17072150944875	239.56854207414784
C3N-02588	255.88967476328617	201.60079503122208	174.7498979800449	65.41198682190387	123.49239227799569	180.88619984299214	180.24759879761245	113.03549920551275	270.9258111468385	119.97956751322269	134.03151900538364	435.0775257393052	-30.66708399781389	269.6403356712094	74.72452594364506	129.04557958744397	134.82632447663633	264.6177369394121	240.55531479037302	202.4079866034179	371.6039224028455	28.484227078808487	-5.338676917548227	232.89472138082328	406.73744322578375	875.9534192748172	-23.726388065775254	254.20893362053306	1142.5850568022656	111.20509639382821	254.0746725972418	217.46537388597386	136.12928535450513	426.06321527636567	236.6928998502192
C3N-02729	246.72505441999036	189.97144028421337	164.53659375316892	64.53413177007322	112.85335400938703	169.35911422108006	174.71083418160362	107.48866724814224	263.91142785918527	118.4499701961039	135.82539004752908	420.0163885861619	-31.24954343273434	264.6585422214664	69.7887265487269	122.33282286804845	127.97779700291886	260.50627558046205	217.19245926346088	186.56360077657985	353.504643218131	23.765791429658748	3.6320125354561554	221.93555232298962	402.2549567592211	875.9966603034575	-20.976111943299912	250.7460683091144	1119.9419862027896	99.68823256068687	247.31413252300376	207.2303375582394	138.16128432187125	407.76244946345736	236.0779732722301
